순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
31,69204,전루건,NC,22.24,6,0,0,0,0,-,5 2/3,15,0,9,4,0,14,14,4.24
1,63342,조상우,키움,3.18,44,0,1,6,9,0.000,39 2/3,40,2,20,0,36,17,14,1.51
3,67391,김재웅,키움,3.42,26,0,2,0,7,0.000,23 2/3,24,2,12,1,19,9,9,1.52
5,67828,김성민,키움,4.34,46,3,4,0,14,0.429,45 2/3,45,5,17,1,34,24,22,1.36
6,52330,주승우,키움,4.35,55,4,6,14,5,0.400,51 2/3,50,4,18,5,43,25,25,1.32
8,76118,원종현,키움,4.91,4,0,0,0,0,-,3 2/3,4,0,3,0,4,2,2,1.91
9,50393,김동욱,키움,5.00,37,2,1,0,3,0.667,36,33,4,6,2,18,20,20,1.08
10,69367,김인범,키움,5.40,19,2,7,0,0,0.222,63 1/3,75,9,31,8,27,40,38,1.67
11,66018,김선기,키움,5.54,42,6,4,0,0,0.600,76 1/3,91,13,30,6,43,51,47,1.59
12,53301,박윤성,키움,5.79,17,0,0,0,1,-,18 2/3,14,5,9,0,14,12,12,1.23
13,54319,김윤하,키움,6.04,19,1,6,0,2,0.143,79,93,6,35,4,43,57,53,1.62
14,67365,양지율,키움,6.27,21,0,2,0,3,0.000,18 2/3,16,1,13,2,7,13,13,1.55
15,60336,문성현,키움,6.57,42,1,2,3,2,0.333,38 1/3,54,3,25,2,31,28,28,2.06
16,54368,김연주,키움,6.61,34,1,1,0,1,0.500,31 1/3,34,5,17,5,18,24,23,1.63
17,66305,박승주,키움,6.75,15,0,1,0,0,0.000,17 1/3,16,2,9,1,13,13,13,1.44
18,54362,전준표,키움,6.83,18,2,4,0,0,0.333,27 2/3,35,4,20,5,18,28,21,1.99
19,50360,김동혁,키움,6.85,17,0,2,0,0,0.000,22 1/3,27,7,10,2,9,21,17,1.66
20,54363,손현기,키움,7.53,6,0,1,0,0,0.000,14 1/3,17,2,8,3,9,14,12,1.74
21,50354,이종민,키움,7.63,12,1,8,0,0,0.111,43 2/3,56,9,22,5,21,39,37,1.79
22,78148,정찬헌,키움,7.88,4,0,2,0,0,0.000,16,26,3,3,1,5,14,14,1.81
23,69360,조영건,키움,8.01,25,2,1,0,1,0.667,39 1/3,51,7,24,1,31,39,35,1.91
24,52397,이명종,키움,8.18,10,0,1,0,0,0.000,11,20,4,5,0,4,10,10,2.27
25,69399,윤정현,키움,9.00,2,0,0,0,0,-,3,4,0,2,0,1,3,3,2.00
26,67116,오석주,키움,11.12,17,1,1,0,0,0.500,17,28,0,11,3,16,21,21,2.29
27,52395,윤석원,키움,11.42,11,0,1,0,0,0.000,17 1/3,31,3,7,2,1,24,22,2.19
28,54304,박범준,키움,13.50,5,0,1,0,0,0.000,5 1/3,7,1,4,1,8,8,8,2.06
29,53164,김동규,키움,54.00,2,0,0,0,0,-,1/3,1,0,2,0,0,2,2,9.00
