순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
18,66630,김현준,KIA,5.49,19,0,1,0,2,0.000,19 2/3,15,4,12,0,19,13,12,1.37
19,65665,이준영,KIA,5.55,50,3,2,1,9,0.600,35 2/3,30,3,19,0,26,25,22,1.37
20,63628,고영창,KIA,5.79,24,0,2,0,6,0.000,23 1/3,30,0,10,2,6,19,15,1.71
21,63638,박준표,KIA,5.91,32,2,4,0,4,0.333,32,42,3,17,9,18,24,21,1.84
22,67646,박진태,KIA,5.95,59,3,3,0,9,0.500,65,68,6,36,13,45,44,43,1.60
23,66663,서덕원,KIA,7.44,24,1,0,0,1,1.000,32 2/3,36,7,14,0,24,28,27,1.53
24,51668,이승재,KIA,7.50,25,2,1,0,5,0.667,24,26,5,18,3,17,20,20,1.83
25,64615,차명진,KIA,7.59,4,0,1,0,0,0.000,10 2/3,12,1,13,1,6,9,9,2.34
26,68659,김유신,KIA,7.62,15,2,6,0,0,0.250,54 1/3,63,11,35,2,29,47,46,1.80
27,69516,김현수,KIA,7.88,17,1,4,0,0,0.200,45 2/3,57,8,36,3,27,43,40,2.04
28,65616,이민우,KIA,8.05,16,1,6,0,0,0.143,57,78,8,31,5,28,53,51,1.91
29,50650,최용준,KIA,14.21,3,0,1,0,0,0.000,6 1/3,11,3,7,1,6,10,10,2.84
30,66660,남하준,KIA,14.63,5,0,1,0,1,0.000,8,10,2,10,0,5,13,13,2.50
31,62263,변시원,KIA,27.00,1,0,0,0,0,-,2/3,1,0,3,1,0,2,2,6.00
32,61700,강경학,KIA,54.00,1,0,0,0,0,-,2/3,3,0,2,1,0,4,4,7.50
1,64554,문동욱,한화,0.00,1,0,0,0,0,-,1 1/3,1,0,1,0,2,0,0,1.50
1,50758,신지후,한화,0.00,2,0,0,0,0,-,1/3,0,0,1,0,0,2,0,3.00
1,61208,정진호,한화,0.00,3,0,0,0,0,-,1 2/3,1,0,1,0,0,0,0,1.20
4,50705,강재민,한화,2.13,58,2,1,5,13,0.667,63 1/3,51,2,26,5,55,16,15,1.22
5,79764,장민재,한화,2.76,12,0,2,0,0,0.000,29 1/3,34,4,8,0,13,17,9,1.43
7,61156,송윤준,한화,3.55,17,0,0,0,2,-,12 2/3,12,1,6,2,8,5,5,1.42
8,65707,주현상,한화,3.58,43,2,2,0,4,0.500,50 1/3,46,6,21,1,33,21,20,1.33
9,67737,김진영,한화,3.93,20,0,1,0,1,0.000,18 1/3,16,2,14,0,8,8,8,1.64
10,63464,윤대경,한화,3.94,43,2,5,0,7,0.286,77 2/3,73,8,34,6,54,35,34,1.38
13,51761,배동현,한화,4.50,20,1,3,0,0,0.250,38,34,3,25,4,26,21,19,1.55
14,63961,윤호솔,한화,4.62,55,3,0,0,8,1.000,48 2/3,41,7,30,3,42,29,25,1.46
15,51715,김기중,한화,4.70,15,2,4,0,0,0.333,53 2/3,63,4,36,4,36,32,28,1.84
16,63765,김종수,한화,4.82,49,1,1,0,6,0.500,46 2/3,34,7,32,3,38,29,25,1.41
16,79440,정인욱,한화,4.82,8,0,0,0,0,-,9 1/3,6,2,10,0,6,6,5,1.71
18,65769,김범수,한화,5.22,56,4,9,1,9,0.308,70 2/3,68,2,42,2,70,44,41,1.56
19,69703,오동욱,한화,5.40,34,0,1,0,2,0.000,25,21,3,16,5,13,17,15,1.48
20,64760,황영국,한화,5.52,18,0,2,0,2,0.000,14 2/3,16,0,10,1,15,10,9,1.77
21,74857,정우람,한화,5.64,50,1,4,15,1,0.200,44 2/3,47,5,20,5,32,29,28,1.50
22,67711,김기탁,한화,5.84,19,0,0,0,4,-,12 1/3,14,0,7,1,12,10,8,1.70
23,69213,윤산흠,한화,6.00,5,0,0,0,0,-,3,7,0,2,2,2,2,2,3.00
24,77318,장시환,한화,7.04,19,0,11,0,1,0.000,69,87,4,48,6,47,62,54,1.96
25,50720,남지민,한화,7.36,3,0,1,0,0,0.000,7 1/3,9,1,7,3,3,6,6,2.18
26,69745,김도현,한화,7.62,14,0,1,0,0,0.000,26,32,2,22,4,13,22,22,2.08
27,63749,이충호,한화,7.71,17,1,0,0,0,1.000,16 1/3,20,1,13,3,11,17,14,2.02
28,60140,신정락,한화,8.55,20,0,2,0,2,0.000,20,25,3,15,3,14,24,19,2.00
29,50706,장웅정,한화,9.82,4,0,0,0,0,-,7 1/3,15,4,2,0,4,8,8,2.32
30,64759,서균,한화,10.80,3,0,0,0,0,-,1 2/3,2,0,0,2,0,2,2,1.20
31,62611,임준섭,한화,10.97,13,0,0,0,0,-,10 2/3,19,1,8,4,11,18,13,2.53
32,68703,박성웅,한화,12.00,2,1,1,0,0,0.500,3,2,0,9,0,3,4,4,3.67
33,68797,이승관,한화,27.00,8,0,2,0,0,0.000,5 2/3,11,1,16,0,5,20,17,4.76
